section,name,method,url,body_mode,input_fields,request_example_source,request_json_status,response_top_level_fields
Public API > Member Activity > Favourites,Add Track/Album to Member Favourites,GET,{HM_ServiceAPI_URL}/addtofavourites/{HM_ServiceAPI_MemberToken}/{Type}/{ID},,,,not-applicable,Code
Public API > Member Activity > Favourites,Get Member Favourites,GET,{HM_ServiceAPI_URL}/getfavourites/{HM_ServiceAPI_MemberToken}?Skip={Skip}&Limit={Limit}&Sort=Created_Desc,,,,not-applicable,"Favourites, Favourites.trackcount, Favourites.Tracks, Favourites.Tracks[].TrackNumber, Favourites.Tracks[].Time, Favourites.Tracks[].LengthSeconds, Favourites.Tracks[].LengthSecondsTrimStart, Favourites.Tracks[].LengthSecondsTrimEnd, Favourites.Tracks[].AlbumID, Favourites.Tracks[].LibraryID, Favourites.Tracks[].LibraryFeatured, Favourites.Tracks[].ID, Favourites.Tracks[].DisplayTitle, Favourites.Tracks[].Composers, Favourites.Tracks[].IsAlternate, Favourites.Tracks[].Highlighted, Favourites.Tracks[].HighlightedInPlaylists, Favourites.Tracks[].HasLyrics, Favourites.Tracks[].IsExplicit, Favourites.Tracks[].Tags, Favourites.Tracks[].MainTrackID"
Public API > Member Activity > Favourites,Remove Track from Member Favourites,GET,{HM_ServiceAPI_URL}/removefavouritestrack/{HM_ServiceAPI_MemberToken}/{TrackID},,,,not-applicable,Code
Public API > Member Activity > Favourites,Remove All Tracks from Member Favourites,GET,{HM_ServiceAPI_URL}/removeallfavouritestracks/{HM_ServiceAPI_MemberToken},,,,not-applicable,Code
Public API > Member Activity > Sharing,Authenticate Temporary Member,POST,{HM_ServiceAPI_URL}/getinvitedmembertoken/{HM_ServiceAPI_Token},raw,"Email, RegionID",response.originalRequest,valid,"Token, Token.Value, Token.Expiry, Token.UTCOffset, Token.Type, Token.IsOfSingleUse"
Public API > Member Activity > Sharing,Get Playlist Category Share URL,POST,{HM_ServiceAPI_URL}/getsharemusicurl/{HM_ServiceAPI_Token},raw,"FromMemberToken, ToMemberToken, ObjectIdentifier, ObjectType, ShareType, AllowDownload, AllowFollow, AllowSave, AllowShare",response.originalRequest,valid,"Status, Url"
Public API > Member Activity > Sharing,Get Playlist Share URL,POST,{HM_ServiceAPI_URL}/getsharemusicurl/{HM_ServiceAPI_Token},raw,"FromMemberToken, ToMemberToken, ObjectIdentifier, ObjectType, ShareType, AllowDownload, AllowFollow, AllowSave, AllowShare",response.originalRequest,valid,"Status, Url"
Public API > Member Activity > Sharing,Send Share Music Email,POST,{HM_ServiceAPI_URL}/sendsharemusiclinkemail/{HM_ServiceAPI_MemberToken},raw,"FromEmail, ToEmail, Message, Link, ContentType, ContentTitle, SelectEmailTemplateByMemberRegion",response.originalRequest,valid,Code
Public API > Member Activity > Sharing,Deliver Share Music,POST,{HM_ServiceAPI_URL}/deliversharemusic/{HM_ServiceAPI_MemberToken},raw,"ToUsername, ObjectIdentifier, ObjectType, NotifyUser, Message",response.originalRequest,valid,Code
Public API > Member Activity > Sharing,Get Playlist Folder & Playlist Share,GET,{HM_ServiceAPI_URL}/getsharemusic/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_EnageAccessToken},,,,not-applicable,"RequestEngageToken, RequestEngageToken.Value, RequestEngageToken.Expiry, RequestEngageToken.UTCOffset, RequestEngageToken.Type, RequestEngageToken.IsOfSingleUse, RequestEngageToken.TokenUsageState, ReferredPlaylistObject, ReferredPlaylistObject.ID, ReferredPlaylistObject.Name, ReferredPlaylistObject.Description, ReferredPlaylistObject.ObjectType, ReferredPlaylistObject.HasImage, ReferredPlaylistObject.AutoSave, ReferredPlaylistObject.CreatedDate, ReferredPlaylistObject.ColorHex, ReferredPlaylistObject.PlaylistsCount, ReferredPlaylistObject.Playlists, ReferredPlaylistObject.Playlists[].Name, ReferredPlaylistObject.Playlists[].ID, ReferredPlaylistObject.Playlists[].Description, ReferredPlaylistObject.Playlists[].CreatedDate, ReferredPlaylistObject.Playlists[].TrackCount, ReferredPlaylistObject.Playlists[].Tracks, ReferredPlaylistObject.Playlists[].RelatedPlaylists, ReferredPlaylistObject.Playlists[].HasImage, ReferredPlaylistObject.Playlists[].LanguageItems, ReferredPlaylistObject.Playlists[].AutoSave, ReferredPlaylistObject.Playlists[].Type, ReferredPlaylistObject.Playlists[].ObjectType, ReferredPlaylistObject.Playlists[].ExternalPlaylistImageUrl, ReferredPlaylistObject.Playlists[].OrderBy, ReferredPermission, ReferredPermission.AllowDownload, ReferredPermission.AllowSave, ReferredPermission.AllowFollow, ReferredPermission.AllowShare, ReferredPermission.AllowEdit, ReferredPermission.AllowCollaboration, ReferredPermission.AllowPublish, Referrer, Referrer.FirstName, Referrer.LastName"
Public API > Member Activity > Sharing,Accept Shared Music,GET,{HM_ServiceAPI_URL}/acceptsharemusic/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_EnageAccessToken}?acceptType={acceptType},,,,not-applicable,"Code, Identity"
Public API > Member Activity > History,Get Member Audition History,GET,{HM_ServiceAPI_URL}/gethistorybymembertoken/{HM_ServiceAPI_MemberToken}?startdate={startDate}&enddate={endDate}&skip={Skip}&limit={Limit},,,,not-applicable,"History, History.Tracks, History.Tracks[].TrackNumber, History.Tracks[].Time, History.Tracks[].LengthSeconds, History.Tracks[].Comment, History.Tracks[].Composer, History.Tracks[].Publisher, History.Tracks[].Name, History.Tracks[].AlbumID, History.Tracks[].ID, History.Tracks[].Keywords, History.Tracks[].Lyrics, History.Tracks[].DisplayTitle, History.Tracks[].Genre, History.Tracks[].Tempo, History.Tracks[].Instrumentation, History.Tracks[].Bpm, History.Tracks[].Mixout, History.Tracks[].Frequency, History.Tracks[].DateIngested, History.Tracks[].Version, History.Tracks[].CdCode, History.Tracks[].AlbumName, History.Tracks[].LibraryName, History.Tracks[].LibraryFeatured, History.Tracks[].Status, History.Tracks[].LastUpdated, History.Tracks[].IsAlternate, History.Tracks[].AlternateCount, History.Tracks[].Highlighted, History.Tracks[].HighlightedInPlaylists, History.Tracks[].HasLyrics, History.Tracks[].IsExplicit, History.Tracks[].Tags, History.Tracks[].MainTrackID, History.HistoryItems, History.HistoryItems[].TrackID, History.HistoryItems[].DeliveryDate, History.HistoryItems[].UTCOffset, History.HistoryItems[].ItemType, History.HistoryItems[].TrimStartSecs, History.HistoryItems[].TrimEndSecs, History.TotalHistoryItems"
Public API > Member Activity > History,Get Member Download History,GET,{HM_ServiceAPI_URL}/getdownloadhistorybymembertoken/{HM_ServiceAPI_MemberToken}?startdate={startDate}&enddate={endDate}&skip={Skip}&limit={Limit},,,,not-applicable,"History, History.Tracks, History.Tracks[].TrackNumber, History.Tracks[].Time, History.Tracks[].LengthSeconds, History.Tracks[].Comment, History.Tracks[].Composer, History.Tracks[].Publisher, History.Tracks[].Name, History.Tracks[].AlbumID, History.Tracks[].ID, History.Tracks[].Keywords, History.Tracks[].Lyrics, History.Tracks[].DisplayTitle, History.Tracks[].Genre, History.Tracks[].Tempo, History.Tracks[].Instrumentation, History.Tracks[].Bpm, History.Tracks[].Mixout, History.Tracks[].Frequency, History.Tracks[].DateIngested, History.Tracks[].Version, History.Tracks[].CdCode, History.Tracks[].AlbumName, History.Tracks[].LibraryName, History.Tracks[].LibraryFeatured, History.Tracks[].Status, History.Tracks[].LastUpdated, History.Tracks[].IsAlternate, History.Tracks[].AlternateCount, History.Tracks[].Highlighted, History.Tracks[].HighlightedInPlaylists, History.Tracks[].HasLyrics, History.Tracks[].IsExplicit, History.Tracks[].Tags, History.Tracks[].MainTrackID, History.HistoryItems, History.HistoryItems[].TrackID, History.HistoryItems[].DeliveryDate, History.HistoryItems[].UTCOffset, History.HistoryItems[].ItemType, History.HistoryItems[].TrimStartSecs, History.HistoryItems[].TrimEndSecs, History.TotalHistoryItems"
Public API > Member Activity > History,Get Member Communication History,POST,{HM_ServiceAPI_URL}/gethistorybycommunications/{HM_ServiceAPI_MemberToken},raw,"Skip, Limit, Sort, StartDate, EndDate",request,valid,"History, History.HistoryItems, History.HistoryItems[].Type, History.HistoryItems[].From, History.HistoryItems[].To, History.HistoryItems[].Subject, History.HistoryItems[].Date, History.HistoryItems[].Status, History.TotalHistoryItems"
Public API > Member Activity > Tagging,Create Member Tag,POST,{HM_ServiceAPI_URL}/addmembertag/{HM_ServiceAPI_MemberToken},raw,TagName,response.originalRequest,valid,"Tags, Tags[].TagID, Tags[].TagName, Tags[].Type, Tags[].CreateDate, Tags[].LastUpdateDate"
Public API > Member Activity > Tagging,Update Member Tag,POST,{HM_ServiceAPI_URL}/updatemembertag/{HM_ServiceAPI_MemberToken}/12340397b5f68cf0,raw,TagName,response.originalRequest,valid,"Tags, Tags[].TagID, Tags[].TagName, Tags[].Type, Tags[].CreateDate, Tags[].LastUpdateDate"
Public API > Member Activity > Tagging,Add to Member Tags,POST,{HM_ServiceAPI_URL}/addtomembertags/{HM_ServiceAPI_MemberToken},raw,"ObjectType, ObjectIDs, AddToTagIDs",response.originalRequest,valid,"Tags, Tags[].TagID, Tags[].TagName, Tags[].Type, Tags[].AddedObjects, Tags[].AddedObjects[].ObjectID, Tags[].AddedObjects[].ObjectType"
Public API > Member Activity > Tagging,Get Member Tags,GET,{HM_ServiceAPI_URL}/getmembertags/{HM_ServiceAPI_MemberToken}?Skip={Skip}&Limit={Limit}&Sort={Sort},,,,not-applicable,"Tags, Tags[].TagID, Tags[].TagName, Tags[].Type, Tags[].CreateDate, Tags[].LastUpdateDate, TotalTagsCount"
Public API > Member Activity > Tagging,Get Member Tag Tracks,GET,{HM_ServiceAPI_URL}/getmembertagtracks/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberTagID}?Skip={Skip}&Limit={limit}&Sort={Sort},,,,not-applicable,"Tags, Tags[].TagID, Tags[].TagName, Tags[].Type, Tags[].CreateDate, Tags[].LastUpdateDate, Tags[].Tracks, Tags[].Tracks[].TrackNumber, Tags[].Tracks[].Time, Tags[].Tracks[].LengthSeconds, Tags[].Tracks[].Comment, Tags[].Tracks[].Composer, Tags[].Tracks[].Publisher, Tags[].Tracks[].Name, Tags[].Tracks[].AlbumID, Tags[].Tracks[].LibraryID, Tags[].Tracks[].ID, Tags[].Tracks[].Keywords, Tags[].Tracks[].Lyrics, Tags[].Tracks[].DisplayTitle, Tags[].Tracks[].alternatetitle, Tags[].Tracks[].Genre, Tags[].Tracks[].Tempo, Tags[].Tracks[].Instrumentation, Tags[].Tracks[].Bpm, Tags[].Tracks[].Mixout, Tags[].Tracks[].Frequency, Tags[].Tracks[].Bitrate, Tags[].Tracks[].DateIngested, Tags[].Tracks[].Version, Tags[].Tracks[].Status, Tags[].Tracks[].CDCode, Tags[].Tracks[].AlbumName, Tags[].Tracks[].LibraryName, Tags[].Tracks[].LibraryFeatured, Tags[].Tracks[].FileName, Tags[].Tracks[].AlternateCount, Tags[].Tracks[].Mood, Tags[].Tracks[].MusicFor, Tags[].Tracks[].Highlighted, Tags[].Tracks[].HighlightedInPlaylists, Tags[].Tracks[].HasLyrics, Tags[].Tracks[].IsExplicit, Tags[].Tracks[].Tags"
Public API > Member Activity > Tagging,Get Member Tags By Track,GET,{HM_ServiceAPI_URL}/getmembertagsbytrack/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_TrackID},,,,not-applicable,"Tags, Tags[].TagID, Tags[].TagName, Tags[].Type, Tags[].CreateDate, Tags[].LastUpdateDate"
Public API > Member Activity > Tagging,Remove Track Tag,GET,{HM_ServiceAPI_URL}/removetrackmembertag/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberTagID}/{HM_ServiceAPI_TrackID},raw,,,empty,Code
Public API > Member Activity > Tagging,Remove Tag,GET,{HM_ServiceAPI_URL}/removemembertag/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberTagID},raw,,,empty,Code
Public API > Member Activity > Tagging,Remove All Tags,GET,{HM_ServiceAPI_URL}/removemembertags/{HM_ServiceAPI_MemberToken},raw,,,empty,Code
Public API > Member Activity > Comments,Create & Assign Member Comment to Track,POST,{HM_ServiceAPI_URL}/addtrackmembercomment/{HM_ServiceAPI_MemberToken},raw,"TrackID, TagName",response.originalRequest,valid,"Tags, Tags[].type, Tags[].tagid, Tags[].tagname, Tags[].CreateDate, Tags[].LastUpdateDate"
Public API > Member Activity > Comments,Update Member Comment,POST,{HM_ServiceAPI_URL}/updatetrackmembercomment/{HM_ServiceAPI_MemberToken},raw,"TrackID, TagName",response.originalRequest,valid,"Tags, Tags[].type, Tags[].tagid, Tags[].tagname, Tags[].CreateDate, Tags[].LastUpdateDate"
Public API > Member Activity > Comments,Get Member Comments By Track,GET,{HM_ServiceAPI_URL}/gettrackmembercomments/{HM_ServiceAPI_MemberToken}/{TrackID}?includeadmin={IncludeAdmin},,,,not-applicable,"Tags, Tags[].type, Tags[].tagid, Tags[].tagname, Tags[].CreateDate, Tags[].LastUpdateDate"
Public API > Member Activity > Comments,Remove Comment,GET,{HM_ServiceAPI_URL}/removetrackmembercomment/{HM_ServiceAPI_MemberToken}/{TagID},raw,,,empty,Code
Public API > Member Activity > Searches,Create Member Saved Search,POST,{HM_ServiceAPI_URL}/addmembersavesearch/{HM_ServiceAPI_MemberToken},raw,"Name, Description, SearchHistoryID",response.originalRequest,valid,"ID, Name, Description, CreatedDate, LastUpdateDate"
Public API > Member Activity > Searches,Update Member Saved Search,POST,{HM_ServiceAPI_URL}/updatemembersavesearch/{HM_ServiceAPI_MemberToken}/{SearchHistoryID},raw,"Name, Description, SearchHistoryID",response.originalRequest,valid,"ID, Name, Description, CreatedDate, LastUpdateDate"
Public API > Member Activity > Searches,Search Member Saved Searches,POST,{HM_ServiceAPI_URL}/searchmembersavesearches/{HM_ServiceAPI_MemberToken},raw,"Keywords, Skip, Limit, Sort",response.originalRequest,valid,"SavedSearches, SavedSearches[].ID, SavedSearches[].Name, SavedSearches[].Description, SavedSearches[].CreatedDate, SavedSearches[].LastUpdateDate, SavedSearches[].SearchTermsCount, SavedSearches[].SearchParameters, SavedSearches[].SearchParameters.searchtype, SavedSearches[].SearchParameters.memberaccount, SavedSearches[].SearchParameters.region, SavedSearches[].SearchParameters.includeinactive, SavedSearches[].SearchParameters.mainonly, SavedSearches[].SearchParameters.alternativeonly, SavedSearches[].SearchParameters.parentsearchhistoryid, SavedSearches[].SearchParameters.resultview, SavedSearches[].SearchParameters.resultview.view, SavedSearches[].SearchParameters.resultview.sort_predefined, SavedSearches[].SearchParameters.resultview.skip, SavedSearches[].SearchParameters.resultview.limit, SavedSearches[].SearchParameters.resultview.saved, SavedSearches[].SearchParameters.resultview.mincount, SavedSearches[].SearchParameters.resultview.returntrackcategoryid, SavedSearches[].SearchParameters.resultview.facet_album, SavedSearches[].SearchParameters.resultview.facet_albumskip, SavedSearches[].SearchParameters.resultview.facet_albumlimit, SavedSearches[].SearchParameters.resultview.facet_library, SavedSearches[].SearchParameters.resultview.facet_libraryskip, SavedSearches[].SearchParameters.resultview.facet_librarylimit, SavedSearches[].SearchParameters.resultview.facet_style, SavedSearches[].SearchParameters.resultview.facet_styleskip, SavedSearches[].SearchParameters.resultview.facet_stylelimit, SavedSearches[].SearchParameters.resultview.facet_category, SavedSearches[].SearchParameters.resultview.facet_categoryskip, SavedSearches[].SearchParameters.resultview.facet_categorylimit, SavedSearches[].SearchParameters.resultview.facet_composer, SavedSearches[].SearchParameters.resultview.facet_composerskip, SavedSearches[].SearchParameters.resultview.facet_composerlimit, SavedSearches[].SearchParameters.resultview.bpm_range, SavedSearches[].SearchParameters.resultview.duration_range, SavedSearches[].SearchParameters.resultview.include_alternates, SavedSearches[].SearchParameters.resultview.include_rightholders, SavedSearches[].SearchParameters.resultview.include_lyrics, SavedSearches[].SearchParameters.resultview.include_keywords, SavedSearches[].SearchParameters.resultview.tracks_per_album, SavedSearches[].SearchParameters.resultview.facet_bpm, SavedSearches[].SearchParameters.resultview.facet_duration, SavedSearches[].SearchParameters.resultview.facet_releaseyear, SavedSearches[].SearchParameters.resultview.view_style_album_count, SavedSearches[].SearchParameters.resultview.view_style_playlist_count, SavedSearches[].SearchParameters.resultview.view_track_categories, SavedSearches[].SearchParameters.resultview.evoke_prioritizebpm, SavedSearches[].SearchParameters.resultview.evoke_suppressvocals, SavedSearches[].SearchParameters.resultview.view_album_assigned_to_style, SavedSearches[].SearchParameters.resultview.view_playlist_assigned_to_style, SavedSearches[].SearchParameters.resultview.returnrates, SavedSearches[].SearchParameters.nearestduration, SavedSearches[].SearchParameters.nearestbpm, SavedSearches[].SearchParameters.nearestalternate, SavedSearches[].SearchParameters.LibraryType, SavedSearches[].SearchParameters.PreviousSearchTermBundles, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].SearchHistoryID, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].SearchHistoryIDEnc, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.searchtermid, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.searchtermidenc, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.Keywords, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.exactphrase, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.oroperation, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.wildcard, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.disablekeywordgroup, SavedSearches[].SearchParameters.PreviousSearchTermBundles[].st_keyword_aggregated.negative, TotalCount"
Public API > Member Activity > Searches,Remove Member Saved Search Term,GET,{HM_ServiceAPI_URL}/removemembersavedsearchterm/{HM_ServiceAPI_MemberToken}/{SearchHistoryID}/{SearchTermID},,,,not-applicable,Code
Public API > Member Activity > Searches,Remove Member Saved Search,GET,{HM_ServiceAPI_URL}/removemembersavedsearch/{HM_ServiceAPI_MemberToken}/{SearchHistoryID},,,,not-applicable,Code
Public API > Member Activity > Searches,Remove All Member Saved Searches,GET,{HM_ServiceAPI_URL}/removeallmembersavedsearch/{HM_ServiceAPI_MemberToken},,,,not-applicable,Code
Public API > Content Management,Get Web Content,GET,{HM_ServiceAPI_URL}/getwebcontent/{HM_ServiceAPI_Token}/{Code}/{RegionID},,,,not-applicable,"CssUrl, WebContents, WebContents[].Name, WebContents[].Code, WebContents[].Order, WebContents[].PublishDate, WebContents[].IncludeNav, WebContents[].Status, WebContents[].HTML, WebContents[].HasChildren, WebContents[].Type, WebContents[].Description, WebContents[].MetaKeywords, WebContents[].MetaDescription"
Public API > Content Management,Get Web Content Children,GET,{HM_ServiceAPI_URL}/getchildwebcontent/{HM_ServiceAPI_Token}/{ParentCode}/{RegionID},,,,not-applicable,"CssUrl, WebContents, WebContents[].Name, WebContents[].Code, WebContents[].Order, WebContents[].PublishDate, WebContents[].IncludeNav, WebContents[].Status, WebContents[].HTML, WebContents[].HasChildren, WebContents[].Type, WebContents[].ImageFilename, WebContents[].URL, WebContents[].Target, WebContents[].Tags, WebContents[].Description, WebContents[].MetaKeywords, WebContents[].MetaDescription"
Public API > Ecommerce > Rates,Get Rates,GET,{HM_ServiceAPI_URL}/getrates/{HM_ServiceAPI_Token}/{Style}/{CurrencyCode},,,,not-applicable,"Rates, Rates[].ID, Rates[].Style, Rates[].Code, Rates[].Description, Rates[].Fee, Rates[].RelatedRate, Rates[].RelatedRate.ID, Rates[].RelatedRate.Style, Rates[].RelatedRate.Code, Rates[].RelatedRate.Description, Rates[].RelatedRate.Duration, Rates[].RelatedRate.Fee, Rates[].RelatedRate.RelatedRateID, Rates[].RelatedRate.DatetimeStamp, Rates[].RelatedRate.OrderID, Rates[].DatetimeStamp, Rates[].OrderID, Rates[].CurrencyCode"
Public API > Ecommerce > Rates,Get Special Rate,GET,{HM_ServiceAPI_URL}/getspecialratebycode/{HM_ServiceAPI_Token}/{SpecialRateCode}/{CurrencyCode},,,,not-applicable,"Rates, Rates[].ID, Rates[].Style, Rates[].Code, Rates[].Description, Rates[].Duration, Rates[].Fee, Rates[].DatetimeStamp, Rates[].OrderID, Rates[].CurrencyCode, Rates[].ParentRate, Rates[].ParentRate.ID, Rates[].ParentRate.Description, Rates[].ParentRate.Fee, Rates[].ParentRate.OrderID"
Public API > Ecommerce > Invoices,Implementation Guide - Ecommerce,INFO,,,,,not-applicable,
Public API > Ecommerce > Invoices,Create Invoice,POST,{HM_ServiceAPI_URL}/addinvoice/{HM_ServiceAPI_MemberToken},raw,"invoice, invoice.invoicelineitems, invoice.invoicelineitems[].quantity, invoice.invoicelineitems[].amount, invoice.invoicelineitems[].amounttax, invoice.invoicelineitems[].description, invoice.invoicelineitems[].discountid, invoice.invoicelineitems[].discount, invoice.invoicelineitems[].invoiceitemreferences, invoice.invoicelineitems[].invoiceitemreferences[].referenceid, invoice.invoicelineitems[].invoiceitemreferences[].referencetype, invoice.invoicelineitems[].invoiceitemreferences[].value, invoice.invoiceproduction, invoice.invoiceproduction.client, invoice.invoiceproduction.title, invoice.invoiceproduction.productiondate, invoice.invoiceproduction.producer, invoice.invoiceproduction.length, invoice.invoiceproduction.po, invoice.currencycode, invoice.duedate, invoice.issuedate, invoice.discountid, invoice.discount, invoice.subtotal, invoice.totaltax, invoice.total, invoice.paymenttype, invoice.paymentreferencenumber",request,valid,"invoice, invoice.id, invoice.memberaccountid, invoice.issuedate, invoice.duedate, invoice.totaltax, invoice.subtotal, invoice.total, invoice.invoicenumber, invoice.status, invoice.currencycode"
Public API > Ecommerce > Invoices,Get Invoice,POST,{HM_ServiceAPI_URL}/getinvoice/{HM_ServiceAPI_MemberToken},raw,"invoiceid, returntracks, returnrates, returndiscounts",request,valid,"invoice, invoice.id, invoice.memberaccountid, invoice.issuedate, invoice.duedate, invoice.totaltax, invoice.subtotal, invoice.total, invoice.invoicelineitems, invoice.invoicelineitems[].amount, invoice.invoicelineitems[].description, invoice.invoicelineitems[].quantity, invoice.invoicelineitems[].amounttax, invoice.invoicelineitems[].track, invoice.invoicelineitems[].track.trackid, invoice.invoicelineitems[].track.albumid, invoice.invoicelineitems[].track.originalfilename, invoice.invoicelineitems[].track.filename, invoice.invoicelineitems[].track.title, invoice.invoicelineitems[].track.displaytitle, invoice.invoicelineitems[].track.tracknumber, invoice.invoicelineitems[].track.duration, invoice.invoicelineitems[].track.bitrate, invoice.invoicelineitems[].track.frequency, invoice.invoicelineitems[].track.description, invoice.invoicelineitems[].rate, invoice.invoicelineitems[].rate.id, invoice.invoicelineitems[].rate.style, invoice.invoicelineitems[].rate.code, invoice.invoicelineitems[].rate.description, invoice.invoicelineitems[].rate.duration, invoice.invoicelineitems[].rate.fee, invoice.invoicenumber, invoice.status, invoice.invoiceproduction, invoice.invoiceproduction.client, invoice.invoiceproduction.title, invoice.invoiceproduction.producer, invoice.invoiceproduction.productiondate, invoice.invoiceproduction.length, invoice.invoiceproduction.po, invoice.currencycode"
Public API > Ecommerce > Invoices,Void Invoice,POST,{HM_ServiceAPI_URL}/voidinvoice/{HM_ServiceAPI_MemberToken},raw,"invoiceid, reason",request,valid,Code
Public API > Ecommerce > Invoices,Search Invoice,POST,{HM_ServiceAPI_URL}/searchinvoices/{HM_ServiceAPI_MemberToken},raw,"fromamount, fromdate, toamount, todate, limit, skip",request,valid,"invoices, invoices[].id, invoices[].memberaccountid, invoices[].issuedate, invoices[].duedate, invoices[].totaltax, invoices[].subtotal, invoices[].total, invoices[].invoicenumber, invoices[].paidamount, invoices[].status, invoices[].membername, invoices[].currencycode"
Public API > Ecommerce > Invoices,Pay Invoice,POST,{HM_ServiceAPI_URL}/payinvoice/{HM_ServiceAPI_MemberToken},raw,"invoicepayment, invoicepayment.invoiceid, invoicepayment.amount, invoicepayment.contactname, invoicepayment.date, invoicepayment.paymenttype, invoicepayment.paymentreferencenumber, invoicepayment.paymentstatus, sendemail, bccemail",request,valid,"invoice, invoice.id, invoice.memberaccountid, invoice.issuedate, invoice.duedate, invoice.totaltax, invoice.subtotal, invoice.total, invoice.invoicenumber, invoice.status, invoice.currencycode"
Public API > Ecommerce > Invoices,Get Invoice Document,GET,{HM_ServiceAPI_URL}/getinvoicedownloadurl/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_InvoiceID},,,,not-applicable,Url
Public API > Admin Management > Authentication,Authenticate Management Token,POST,{HM_ServiceAPI_URL}/getmanagementtoken/{HM_ServiceAPI_Token},raw,"UserName, Password",response.originalRequest,valid,"ManagementToken, ManagementToken.Value, ManagementToken.Expiry, ManagementToken.UTCOffset, ManagementToken.Type, ManagementToken.IsOfSingleUse, ManagementToken.ForcePasswordReset"
Public API > Admin Management > Member Groups,Update Member Group Details,POST,{HM_ServiceAPI_URL}/updatemembergroup/{HM_ServiceAPI_ManagementToken}/{MemberGroupID},raw,"MemberGroup, MemberGroup.DownloadEnabled, MemberGroup.DownloadStem, MemberGroup.DownloadLimit",response.originalRequest,valid,"MemberGroup, MemberGroup.ID, MemberGroup.AssignedRegionChangeEnabled, MemberGroup.Type, MemberGroup.ProductionsCount, MemberGroup.DownloadEnabled, MemberGroup.DownloadStem, MemberGroup.DownloadLimit, MemberGroup.DownloadsRemaining, MemberGroup.DownloadsUsed"
Export API > Getting Started,Implementation Guide - Getting Started,INFO,,,,,not-applicable,
Export API > Getting Started,Get Access Token,GET,{HM_ExportAPI_URL}/getaccesstoken/{HM_ExportAPI_Key},,,,not-applicable,
Export API > Getting Started,Get Access Info (Download formats & URL),GET,{HM_ExportAPI_URL}/getaccessinfo/{HM_ExportAPI_AccessToken},,,,not-applicable,
Export API > Getting Started,Get Access Accounts,GET,{HM_ExportAPI_URL}/getaccessaccounts/{HM_ExportAPI_AccessToken},,,,not-applicable,
Export API > Getting Started,Get Session Token,GET,{HM_ExportAPI_URL}/getsessiontoken/{HM_ExportAPI_AccessToken}/{Username}/{Password}?accessaccountid=430f25d8e56cfadf,,,,not-applicable,
Export API > Getting Started,Expire Session Token,GET,{HM_ExportAPI_URL}/expiretoken/{HM_ExportAPI_SessionToken},,,,not-applicable,
Export API > Getting Started,Validate Access Token,GET,{HM_ExportAPI_URL}/validateaccesstoken/{HM_ExportAPI_AccessToken},,,,not-applicable,
Export API > Getting Started,Validate Session Token,GET,{HM_ExportAPI_URL}/validatesessiontoken/{HM_ExportAPI_AccessToken},,,,not-applicable,
Export API > Getting Started,Expire Access Token,GET,{HM_ExportAPI_URL}/expireaccesstoken/{HM_ExportAPI_AccessToken},,,,not-applicable,
Export API > Process Steps,Album Workflows,INFO,,,,,not-applicable,
Export API > Process Steps,Track Workflows,INFO,,,,,not-applicable,
Export API > Process Steps,Download INFO,INFO,,,,,not-applicable,
Export API > Process Steps,Metadata INFO,INFO,,,,,not-applicable,
Export API > Working within the Workspace,Get Labels/Libraries,GET,{HM_ExportAPI_URL}/getlibraries/{HM_ExportAPI_SessionToken},,,,not-applicable,
Export API > Working within the Workspace,Get Labels/Libraries All States,GET,{HM_ExportAPI_URL}/getlibrariesallstates/{HM_ExportAPI_SessionToken},,,,not-applicable,
Export API > Working within the Workspace,Get Albums By Workspace Status,POST,{HM_ExportAPI_URL}/getalbumsbyworkspacestatus/{HM_ExportAPI_SessionToken},raw,,response.originalRequest,non-json:xml,
Export API > Working within the Workspace,Get Workspace Items By Album,GET,{HM_ExportAPI_URL}/getworkspacealbumitems/{HM_ExportAPI_SessionToken}/{AlbumID}/{Format},,,,not-applicable,
Export API > Working within the Workspace,Get Workspace Items By Track,GET,{HM_ExportAPI_URL}/getworkspacetrackitems/{HM_ExportAPI_SessionToken}/{TrackID}/{Format},,,,not-applicable,
